Kod;Produktgrupp;Artikelnr;RSK-nr;Benämning;Rabatt;Rabatt2;NtoPris;ArtRabatt
V;351950;;;Datanät TD Fiberoptik;39,80;;;;
V;351960;;;Kontaktdon Phönix;38,78;;;;
V;351962;;;Omvandlare/switchar I Phönix;34,69;;;;
V;351964;;;Omvandlare/switchar II Phönix;0,00;;;;
V;351965;;;Omvandlare/Switchar AE Phoenix;19,44;;;;
V;351990;;;Solar Plus Fiber;50,00;;;;
V;351991;;;Solar Plus Kontaktdon;50,00;;;;
V;351992;;;Solar Plus Switchar;50,00;;;;
V;351994;;;Solar Netto;50,00;;;;
V;351995;;;Solar Plus Pathkabel CU;50,00;;;;
V;352100;;;LOGO! Power 583 SIE;61,12;;;;
V;352102;;;SIPLUS LOGO! Nätdon 470 SIE;32,86;;;;
V;352110;;;S7-200 & S7-1200 Nätdon 590 SIE;20,41;;;;
V;352112;;;S7-300 & ET200 PRO Nätdon 589 SIE;20,41;;;;
V;352120;;;SITOP Compact / PSU 583 SIE;32,65;;;;
V;352122;;;SITOP DC USV 585 SIE;30,58;;;;
V;352124;;;SITOP Lite 593 SIE;48,98;;;;
V;352126;;;SITOP Modular 581 SIE;39,80;;;;
V;352128;;;SITOP Select 586 SIE;38,78;;;;
V;352130;;;SITOP Smart 582 SIE;39,80;;;;
V;352132;;;SITOP Fästmateriel 588 Sie;38,78;;;;
V;352140;;;Transformator isolerade 0-16kVA 4M1 SIE;70,31;;;;
V;352150;;;Överspänningsskydd 037 SIE;77,76;;;;
V;352160;;;Montagematerial Solceller VDV;46,81;;;;
V;352200;;;Skyddstrafo LF NORATEL;66,43;;;;
V;352204;;;Skyddstrafo SU NORATEL;66,43;;;;
V;352208;;;Skyddstrafo RDS (Norm) NORATEL;66,43;;;;
V;352212;;;DC-Strömförsörjning DSD (Din) NORATEL;66,43;;;;
V;352216;;;Skyddstrafo FR NORATEL;66,43;;;;
V;352220;;;DC-Strömförsörjning 24RC-C NORATEL;66,43;;;;
V;352224;;;DC-Strömförsörjning DRA (Din) NORATEL;66,43;;;;
V;352228;;;Belysningstrafo HaloPower NORATEL;66,43;;;;
V;352250;;;Skyddstrafo Tufvasson Tesch;65,01;;;;
V;352261;;;SOLCELL I GARO;39,38;;;;
V;352270;;;Ladduttag USB Plus 44 Elko;54,08;;;;
V;352271;;;Ladduttag USB FV RS 49 Elko;68,72;;;;
V;352272;;;Ladduttag USB RS Renvit 58 Elko;56,58;;;;
V;352274;;;USB-UTTAG RG36 ELKO;52,34;;;;
V;352280;;;USB Uttag Hager;50,61;;;;
V;352300;;;Nätaggregat Swansons;54,73;;;;
V;352304;;;Dokumentskåp Swanson;55,58;;;;
V;352308;;;Rökluckestyrning Swanson;56,44;;;;
V;352312;;;Larm och Teleplintar Swanson;54,49;;;;
V;352373;;;Optimerare Tigo;37,76;;;;
V;352379;;;Solenergiprodukter SunStyle 2401;38,78;;;;
V;352392;;;Växelriktare Sellpower;46,81;;;;
V;352393;;;Energilagring Sellpower;5,00;;;;
V;352394;;;Montagematerial Tegel Sellpower;25,00;;;;
V;352395;;;Takgenomföringar Sellpower;39,36;;;;
V;352396;;;Montagematerial Papptak Sellpower;20,00;;;;
V;352398;;;solcellslarm Sellpower;39,89;;;;
V;352399;;;Solenergi display Sellpower;37,50;;;;
V;352400;;;Transformator ABL FA =S=O;72,84;;;;
V;352404;;;Nätaggregat ABL FA =S=O;72,84;;;;
V;352408;;;Normtrafo A9 SA =S=O;47,87;;;;
V;352412;;;Åskskydd A9 SA =S=O;48,48;;;;
V;352420;;;UPS APC =S=;38,78;;;;
V;352422;;;Överspänningsskydd R9 RA  Schneider;56,38;;;;
V;352430;;;52 RCO;18,37;;;;
V;352501;;;Nätaggregat Basic 1606-XLB B979F A-B;39,80;;;;
V;352504;;;Nätaggregat kompakt 1606-XLP B9349 A-B;37,42;;;;
V;352507;;;BUFFERTMODUL 1606-XLS B9350 A-B;33,88;;;;
V;352512;;;Nätaggregat 1606-XLE B9348 A-B;42,32;;;;
V;352540;;;Övervakningsmodul Mico 9 Murr;49,47;;;;
V;352542;;;Nätaggregat & transformator 9 Murr;49,47;;;;
V;352544;;;Transientskydd 2 Murr;49,47;;;;
V;352560;;;Spänningsaggregat ABB;55,00;;;;
V;352610;;;Blybatterier Celltech;52,10;;;;
V;352620;;;Belysningstransformatorer  Hide-A-Lite;64,90;;;;
V;352640;;;Strömförsörjning Milleteknik;26,09;;;;
V;352642;;;Strömförsörjning I Milleteknik;32,61;;;;
V;352648;;;UPS bas 9B =S=;18,37;;;;
V;352650;;;Åskskydd Elrond;58,98;;;;
V;352670;;;Transformator Eldon;61,63;;;;
V;352680;;;Nätaggregat Eltako;68,16;;;;
V;352700;;;Åskskydd Hager;61,73;;;;
V;352720;;;Nätaggregat Mascot;55,51;;;;
V;352730;;;Belysningstransformatorer Maxel;62,45;;;;
V;352750;;;Överspänningsskydd OBO;54,80;;;;
V;352754;;;Överspänningsskydd Elkraft DEHN;51,60;;;;
V;352756;;;Överspänningsskydd signal DEHN;51,60;;;;
V;352758;;;Överspänningsskydd Tbh DEHN;47,87;;;;
V;352765;;;Transfomatorer Ledvance;53,06;;;;
V;352770;;;Belysnings Trafo Garo Elflex;42,45;;;;
V;352771;;;Överspänningsskydd Garo;47,96;;;;
V;352810;;;Blybatteri Sellpower;15,88;;;;
V;352811;;;Enoc System;17,14;;;;
V;352812;;;Blybatteri Sellpower X;17,14;;;;
V;352850;;;Belysnings Trafo VADSBO;46,80;;;;
V;352858;;;Spänningsaggregat Carlo Gavazzi;29,28;;;;
V;352860;;;Nätaggregat Ecoline E553 Weidm;62,86;;;;
V;352890;;;UPS Eaton;29,28;;;;
V;352900;;;Strömförsörjning Alarmtech;51,04;;;;
V;352950;;;Strömförsörjning Phönix;33,67;;;;
V;352952;;;UPS Phönix;33,67;;;;
V;352954;;;Överströmsskydd Phönix;33,67;;;;
V;352955;;;Trafo AA Phoenix;30,56;;;;
V;352961;;;LIGHT Belysningstransformatorer I;45,00;;;;
V;352962;;;LIGHT Belysningstransformatorer Ii;45,00;;;;
V;352972;;;LIGHT Solar Belysningstrafo Ii;45,00;;;;
V;352990;;;Solar Plus Blybatteri;50,00;;;;
V;352991;;;Solar Plus Överspänningsskydd;50,00;;;;
V;352994;;;Solar Netto;50,00;;;;
V;352995;;;Solar Plus Nätaggregat;50,00;;;;
V;353100;;;Ljus-/Ljudramp  XV./A/B/D IC =S=O;66,18;;;;
V;353101;;;Signaltorn 42K Siemens;52,96;;;;
V;353110;;;Ringledningstrafo A9 SA =S=O;43,73;;;;
V;353114;;;Tryckknapp Mush Ø22 Style 5 IB =S=O;65,92;;;;
V;353124;;;Kontorssigal Exxact H1 =S=;67,78;;;;
V;353126;;;Ringledartrafo R9 RA  Schneider;43,62;;;;
V;353150;;;Ljustorn 854J B518J A-B;54,00;;;;
V;353155;;;Ljustorn 856T B5-28G A-B;38,78;;;;
V;353200;;;Ringklockor 41 Elko;60,41;;;;
V;353206;;;Varningsmateriel T005 Weidm;56,94;;;;
V;353210;;;Sirener Visonic;41,69;;;;
V;353250;;;Ljuspelare I Balluff;31,00;;;;
V;353280;;;Larmdon Ateco;20,41;;;;
V;353400;;;Honeywell Dörrsignal  Friedland;63,18;;;;
V;353440;;;Normtrafo Eldon;57,44;;;;
V;353480;;;Kontorssignal RS 46 Elko;63,36;;;;
V;353482;;;Ljudsignaler RS Nordic 58 Elko;56,58;;;;
V;353500;;;Batterier GP;40,99;;;;
V;353540;;;Normtrafo Hager;65,91;;;;
V;353580;;;Kontor/Kö-System Tjeder;54,65;;;;
V;353600;;;Varningsljus/siren Nelco;59,42;;;;
V;353680;;;Övrig Ringledningsmat.;63,06;;;;
V;353700;;;Varningsljus/Siren Sie;74,80;;;;
V;353702;;;Siren, Sum & Blixtljus 3SIDF SP Sie;31,14;;;;
V;353800;;;Ringledningstrafo Solar;62,46;;;;
V;353840;;;Batterier Varta;64,47;;;;
V;353990;;;Solar Plus Batteri;50,00;;;;
V;353991;;;Solar Plus Siréner;50,00;;;;
V;353994;;;Solar Netto;50,00;;;;
V;353995;;;Solar Plus;50,00;;;;
V;355050;;;RWC Hager;46,96;;;;
V;355100;;;Nödsignalsystem H1 =S=;72,94;;;;
V;355104;;;Handikapplarm RWC Exxact H1 =S=;67,53;;;;
V;355200;;;Nödsignal Tjeders;50,38;;;;
V;355300;;;Nödsignalsystem RS 46 Elko;67,69;;;;
V;355302;;;Nödsignalsystem RS Renvit 58 Elko;56,58;;;;
V;355400;;;Nödsignalsystem B&J;59,80;;;;
V;355500;;;Säkerhetssystem Tjeders;52,54;;;;
V;355804;;;RWC-Larm Saga ABB;48,89;;;;
V;355994;;;Solar Netto;50,00;;;;
V;357100;;;Teleuttag 33 Elko;69,68;;;;
V;357112;;;Telefoni Exxact =S=;67,66;;;;
V;357320;;;Telefoni utr Moon Radio;68,00;;;;
V;357994;;;Solar Netto;50,00;;;;
V;357995;;;Solar Plus;50,00;;;;
V;358104;;;Passage Codelock 3SAAM V-Bilt;37,91;;;;
V;358106;;;Passage Coodor 3SAAF V-Bilt;38,28;;;;
V;358111;;;Passage Aliro 3SASA V-Biltmens SP;34,33;;;;
V;358116;;;Passage Kort & Taggar 3SABJ V-Bilt;44,46;;;;
V;358120;;;Passage Läsare 3SABH V-Bilt;46,07;;;;
V;358128;;;PassageTbh 3SAAA V-Bilt;38,10;;;;
V;358130;;;Passage Batteri 3SAEB V-Bilt;38,11;;;;
V;358132;;;Passage Tbh V-bilt;40,82;;;;
V;358193;;;ID LOCK LÅS;25,51;;;;
V;358220;;;Axema Z;21,74;;;;
V;358221;;;Axema B;11,96;;;;
V;358222;;;Axema F P;17,39;;;;
V;358223;;;Axema A V T;20,32;;;;
V;358250;;;Lås ASSA;17,39;;;;
V;358251;;;Dörrstängare ASSA;49,67;;;;
V;358256;;;Yale ASSA;20,11;;;;
V;358259;;;ARX ASSA X;22,83;;;;
V;358261;;;ARX ASSA;21,65;;;;
V;358262;;;ARX special ASSA;21,74;;;;
V;358263;;;Aperio ASSA;23,37;;;;
V;358264;;;Övrigt ASSA;23,37;;;;
V;358266;;;ARX ASSA (Old);22,83;;;;
V;358267;;;Aperio ASSA (Old);23,37;;;;
V;358268;;;Aperio ASSA X;23,37;;;;
V;358270;;;Lås Låsborgen;34,95;;;;
V;358341;;;SALTO PASSER;31,63;;;;
V;358342;;;SALTO TBH;28,57;;;;
V;358370;;;ELS Vision Electrolux;5,10;;;;
V;358372;;;58 B RCO;18,37;;;;
V;358373;;;58 C RCO;17,13;;;;
V;358374;;;58 D RCO;18,65;;;;
V;358375;;;58 C RCO X;18,37;;;;
V;358380;;;Larm Tbh Stonehouse;31,63;;;;
V;358500;;;Dörrkontroll UTC Fire & Security;41,19;;;;
V;358510;;;Porttelefon Welcome ABB;32,45;;;;
V;358600;;;Lås Safetron;23,35;;;;
V;358604;;;Ellås Safetron;27,64;;;;
V;358994;;;Solar Netto;50,00;;;;
V;358995;;;Solar Plus;50,00;;;;
V;360100;;;Antennmateriel Macab;59,49;;;;
V;360104;;;Koppar Lan Televes;60,10;;;;
V;360200;;;SatTbh 20 Triax;40,00;;;;
V;360400;;;Antennuttag 33 Elko;53,91;;;;
V;360402;;;Antenn-mtrl RS Renvit 58 Elko;55,49;;;;
V;360404;;;CENTRUMLOCK RG36 ELKO;52,13;;;;
V;360410;;;Centrumplattor Antenn Hager;56,94;;;;
V;360700;;;Antennmaterial Berker S1 Hager;67,14;;;;
V;360800;;;Antenn Uttag =S=;62,00;;;;
V;360804;;;Antennmateriel 3H =S=;63,80;;;;
V;360994;;;Solar Netto;50,00;;;;
V;360995;;;Solar Plus;50,00;;;;
V;362300;;;Ur & Tid Westerstrand;43,78;;;;
V;362400;;;Audiokablage Jenving;75,11;;;;
V;362404;;;Bricka Ljud 37 Elko;7,97;;;;
V;362700;;;Audio uttag Hager;56,94;;;;
V;362804;;;Antennuttag och tillbehör Saga ABB;46,67;;;;
V;362994;;;Solar Netto;50,00;;;;
V;363111;;;Brand Konv Sie;20,87;;;;
V;363114;;;CCTV IP kameror 3SVFB SP V-Bilt;43,45;;;;
V;363130;;;Inbrott Branddetektorer 3SIGW SP V-Bilt;27,55;;;;
V;363134;;;Inbrott IR detektorer 3SIDA SP V-Bilt;50,89;;;;
V;363136;;;Inbrott Larmkabel,  Boxar 3SIGJ V-Bilt;29,59;;;;
V;363138;;;Inbrott Magnetkontakter 3SIDF SP V-Bilt;29,90;;;;
V;363140;;;Inbrott Seismiska detektor 3SIDC V-Bilt;48,57;;;;
V;363142;;;Inbrott Seismiska detektor 3SIDD V-Bilt;48,88;;;;
V;363146;;;Inbrott SPC 3SIPH SP V-Bilt;35,00;;;;
V;363148;;;Inbrott Strömförsörjning 3SIGP V-Bilt;45,77;;;;
V;363150;;;Inbrott Trådlösa detekt. 3SIDG V-Bilt;29,69;;;;
V;363152;;;Larmsändare V-bilt;40,82;;;;
V;363160;;;Larm & Tbh V-Bilt;49,60;;;;
V;363165;;;Detektor Extronic;44,09;;;;
V;363166;;;Central Extronic;44,09;;;;
V;363168;;;Security LarmTbh V-Bilt;29,80;;;;
V;363174;;;Magnetkontakter V-Bilt;36,32;;;;
V;363190;;;Inbrott Galaxy;31,84;;;;
V;363212;;;PowerMaster Visonic;45,86;;;;
V;363213;;;PowerMaster Visonic BOM Sensormatic;39,13;;;;
V;363214;;;PowerMax Visonic;48,98;;;;
V;363251;;;Brand Ateco;21,91;;;;
V;363260;;;Larm konv. Honywell;28,57;;;;
V;363344;;;Wiser brandvarnare H7 =S=;43,09;;;;
V;363355;;;NEST NETTO;8,16;;;;
V;363380;;;TVO Server;15,22;;;;
V;363381;;;TVO Server Tillbehör;0,00;;;;
V;363406;;;Video IP Bosch 1A 1B 6A;22,67;;;;
V;363407;;;Video IT Bosch 2A;0,00;;;;
V;363410;;;Inbrottslarm Bosch;29,69;;;;
V;363412;;;Inbrottslarm moq Bosch;29,59;;;;
V;363420;;;Videoövervakning Uniview;31,18;;;;
V;363500;;;Larmsändare Övriga Add Secure I;16,15;;;;
V;363501;;;Larmsändare Övriga Add Secure X;17,41;;;;
V;363503;;;Larmsändare Airborne Add Secure X;18,10;;;;
V;363504;;;Larmsändare Airborne Add Secure II;12,52;;;;
V;363505;;;Larm Spec Add Secure;32,80;;;;
V;363508;;;Tbh Add Secure;12,01;;;;
V;363511;;;TYCO VIDEO;43,88;;;;
V;363600;;;Inbrottslarm  Fire & Security UTC;34,49;;;;
V;363606;;;Videosäkerhet UTC;35,81;;;;
V;363617;;;Brand Konv UTC;34,49;;;;
V;363618;;;Brand Adress UTC;0,00;;;;
V;363630;;;Brandlarm Smartcell Kidde;32,26;;;;
V;363650;;;LarmTbh R40 Security Kamic;53,06;;;;
V;363702;;;KNX Brandvarnare Hager;31,94;;;;
V;363720;;;LarmTbh Alarmtech;46,63;;;;
V;363722;;;Verktyg Alarmtech;46,82;;;;
V;363724;;;Optokabel Alarmtech;47,94;;;;
V;363750;;;Brand Factory Securitas;0,00;;;;
V;363752;;;Batteridekal BrandFactory;0,00;;;;
V;363760;;;Larmsändare Tbh Add Secure;36,79;;;;
V;363762;;;Larmsändare Dalm Add Secure;3,51;;;;
V;363770;;;BrandTbh Housegard;17,24;;;;
V;363772;;;Larmkort Hellmertz;34,39;;;;
V;363776;;;Säkerhetssystem RS Renvit 58 Elko;55,49;;;;
V;363778;;;Säkerhet R1 R7 D1 Elko;57,00;;;;
V;363780;;;Sirener Indusec;57,24;;;;
V;363800;;;Övriga Larm ochTbh;49,84;;;;
V;363801;;;AxxonSoft;47,83;;;;
V;363806;;;Motstånd Larm Modern Elteknik;65,00;;;;
V;363810;;;BrandTbh Esylux;35,00;;;;
V;363814;;;Driftlarm;55,82;;;;
V;363818;;;LarmTbh Extronic;0,00;;;;
V;363820;;;LarmTbh Solar;65,36;;;;
V;363824;;;Siren Solar;70,56;;;;
V;363840;;;LarmTbh;53,14;;;;
V;363850;;;Komponenter Tjeders;57,24;;;;
V;363852;;;SäkerhetTbh Tjeders;57,14;;;;
V;363860;;;Securitas Journal - Andersson;0,00;;;;
V;363872;;;LarmTbh VMC;60,71;;;;
V;363990;;;Solar Plus Brand;50,00;;;;
V;363994;;;Solar Netto;50,00;;;;
V;363995;;;Solar Plus Larm;50,00;;;;
V;370200;;;Interiörarmaturer Exaktor;60,65;;;;
V;370203;;;Tak/pendlade armaturer Exaktor/Proton;54,08;;;;
V;370205;;;Bänkarmatur Exaktor/Proton;42,86;;;;
V;370207;;;Basarmatur Tak Exaktor/Proton;38,78;;;;
V;370300;;;Interiörarmaturer Ensto II;51,67;;;;
V;370302;;;Interiörarmaturer Ensto I;57,03;;;;
V;370310;;;Tak/väggarmatur Jono Ensto;42,86;;;;
V;370400;;;Interiörarmaturer Nokalux I;58,04;;;;
V;370410;;;Interiörarmaturer Nokalux II;50,68;;;;
V;370500;;;Interiörarmaturer Osram I;59,69;;;;
V;370510;;;Floodlight Ledvance;61,22;;;;
V;370610;;;Interiörarmaturer DesginLight;26,04;;;;
V;370649;;;Interiörarmatur SG X;57,14;;;;
V;370650;;;Interiörarmatur SG;56,49;;;;
V;370653;;;Basarmatur Tak SG armaturen;42,86;;;;
V;370654;;;Basarmatur Tak SG armaturen II;42,86;;;;
V;370655;;;Bänkarmatur SG armaturen;42,86;;;;
V;370657;;;Tak infälld armatur SG armaturen;42,86;;;;
V;370660;;;Interiörarmaturer  Hide-A-Lite;56,02;;;;
V;370662;;;Interiörarm Panel Kitchen Hide-A-Lite X;56,02;;;;
V;370760;;;Interiörarmaturer Philips;50,71;;;;
V;370800;;;Interiörarmaturer Westal;44,79;;;;
V;370961;;;LIGHT Interiör I;45,00;;;;
V;370962;;;LIGHT Interiör II;45,00;;;;
V;370971;;;SOLAR LIGHT Interiör I;45,00;;;;
V;370972;;;SOLAR LIGHT Interiör II;45,00;;;;
V;370994;;;Netto Ljus 70;50,00;;;;
V;372200;;;Kapslade Armaturer Proton I;67,26;;;;
V;372203;;;Industriarmatur IP23 Exaktor/Proton;40,82;;;;
V;372205;;;Industriarmatur IP44 Exaktor/Proton;50,00;;;;
V;372210;;;Kapslade Armaturer Proton II;57,59;;;;
V;372300;;;Kapslade Armaturer Philips;59,27;;;;
V;372310;;;Industriarmatur Arena SG;42,86;;;;
V;372313;;;Industriarmatur Area SG;42,86;;;;
V;372350;;;Industriamratur  Hide-A-Lite;52,04;;;;
V;372360;;;Industriarmatur SG;30,61;;;;
V;372362;;;Industriarm Liteline Hide-A-Lite X;52,04;;;;
V;372440;;;Kapslade Armaturer Osram;52,55;;;;
V;372450;;;Kapslade arm Ledvance;57,24;;;;
V;372460;;;Kapslade arm Westal;45,83;;;;
V;372470;;;Industriarmaturer DesignLight;37,50;;;;
V;372600;;;Kapslade Armaturer Scan Interlight;58,14;;;;
V;372701;;;Ensto kapslade armaturer;55,41;;;;
V;372971;;;SOLAR LIGHT Solar Industriarmatur I;45,00;;;;
V;372972;;;SOLAR LIGHT Solar Industriarmatur II;45,00;;;;
V;372994;;;Netto Ljus 72;50,00;;;;
V;373100;;;Nödljus Kamic;47,07;;;;
V;373220;;;Nödljus 0A =S=;41,84;;;;
V;373300;;;Nödljusarmatur KHS;28,57;;;;
V;373350;;;Nödljus SG;35,42;;;;
V;373500;;;Nödljus Ledolight;55,00;;;;
V;373510;;;Nödbelysning/skyltar Ledolight;67,71;;;;
V;373800;;;Nödljusarmaturer Teknoware;42,14;;;;
V;373961;;;SOLAR LIGHT Nödbelysning I;45,00;;;;
V;373962;;;SOLAR LIGHT Nödbelysning II;45,00;;;;
V;373971;;;SOLAR LIGHT Solar Nödbelysning I;45,00;;;;
V;373972;;;SOLAR LIGHT Solar Nödbelysning II;45,00;;;;
V;373994;;;Netto Ljus 73;50,00;;;;
V;374100;;;Spotlight Hide-A-Lite;56,01;;;;
V;374101;;;Downlight Thin Electro Elco;84,17;;;;
V;374102;;;Downlight  Hide-A-Lite;56,94;;;;
V;374103;;;Downlight Net  Hide-A-Lite;73,75;;;;
V;374106;;;Downlight Hide-A-Lite X;56,94;;;;
V;374108;;;Downlight Core Hide-A-Lite X;73,75;;;;
V;374110;;;1-Fas Armaturer/Tillbehör  Hide-A-Lite;42,86;;;;
V;374112;;;Spotlight Kit Hide-A-Lite X;42,86;;;;
V;374115;;;3-Fas Armaturer/Tillbehör  Hide-A-Lite;50,00;;;;
V;374120;;;LED Downlight/Tillbehör  Hide-A-Lite;46,94;;;;
V;374125;;;LED Drivdon  Hide-A-Lite;62,24;;;;
V;374130;;;LED Mini Downlight Hide-A-Lite;42,86;;;;
V;374135;;;Markarmaturer/Tillbehör  Hide-A-Lite;44,90;;;;
V;374140;;;Strålkastare/Tillbehör Hide-A-Lite;42,86;;;;
V;374145;;;Transformatorer  Hide-A-Lite;45,92;;;;
V;374150;;;Väggarmatur/Tillbehör Hide-A-Lite;42,86;;;;
V;374200;;;Spotlight Maxel I;58,01;;;;
V;374206;;;Downlight Maxel I;55,89;;;;
V;374208;;;Downlight Maxel II;58,06;;;;
V;374210;;;Downlights 2 Lumilo;43,75;;;;
V;374230;;;Säkerhetsboxar/Tillbehör Maxel;42,86;;;;
V;374235;;;Säkerhetsboxar/Tillbehör Maxel I;50,00;;;;
V;374302;;;Spotlight Vinga/Kamic;55,96;;;;
V;374305;;;Spotlight Vinga/Kamic I;51,02;;;;
V;374410;;;Downlight  Plejd;59,33;;;;
V;374510;;;Downlights Ledvance;63,27;;;;
V;374520;;;Downlight Proton;59,38;;;;
V;374540;;;Ensto downlights;51,02;;;;
V;374550;;;Downlights DesignLight;39,79;;;;
V;374699;;;Spotlight Sg Armaturen X;56,82;;;;
V;374700;;;Spotlight Sg Armaturen;56,16;;;;
V;374702;;;1-Fas Armaturer/Tillbehör SG;42,86;;;;
V;374703;;;1-Fas Armaturer/Tillbehör SG I;50,00;;;;
V;374708;;;LED Downlight/Tillbehör SG;65,31;;;;
V;374709;;;LED Downlight/Tillbehör SG I;42,86;;;;
V;374710;;;LED Mini Downlight SG;42,86;;;;
V;374712;;;LED Mini Downlight SG I;42,86;;;;
V;374725;;;Downligt Nokalux;45,92;;;;
V;374750;;;Downlight Westal;45,83;;;;
V;374800;;;Downlight Tbh Westal;57,29;;;;
V;374850;;;Downlight Bright ELKO;41,33;;;;
V;374961;;;SOLAR LIGHT Down,SpotLIGHT,Kont.Skenor I;45,00;;;;
V;374962;;;SOLAR LIGHT Down, Spot, Kont.Skenor II;45,00;;;;
V;374971;;;SOLAR LIGHT Down,Spot, Kont.Skenor I;45,00;;;;
V;374972;;;SOLAR LIGHT Down,Spot, Kont.Skenor II;45,00;;;;
V;374994;;;Netto Ljus 74;50,00;;;;
V;374995;;;Solar Plus;50,00;;;;
V;375100;;;Allmänbruksaramturer Ifö I;51,65;;;;
V;375102;;;Allmänbruksaramturer Ifö II;50,66;;;;
V;375104;;;ArmaturTbh IFÖ;48,77;;;;
V;375106;;;Tak/väggarmaturer IFÖ;50,00;;;;
V;375200;;;Allmänbruksarmaturer Ensto;59,93;;;;
V;375202;;;ArmaturTbh ENSTO;55,92;;;;
V;375205;;;Tak/vägg armaturer Ensto;42,86;;;;
V;375210;;;Kedjebelysning ROV Ensto;54,08;;;;
V;375250;;;Allmänbruksarmaturer Karl H Ström;53,07;;;;
V;375310;;;Interiör Plejd;61,46;;;;
V;375350;;;Allmänbruksarmaturer Hide-A-Light;51,63;;;;
V;375352;;;Plafond Moon Hide-A-Lite X;51,63;;;;
V;375353;;;LEDstrip armaturer Hide-A-Light;42,86;;;;
V;375355;;;Bänkarmaturer Hide-A-Lite;47,75;;;;
V;375357;;;Tak/väggarmaturer Hide-A-Lite;47,96;;;;
V;375400;;;Allmänbruksaramturer Osram;58,06;;;;
V;375420;;;Allmänbruksarmatur Signify;33,33;;;;
V;375430;;;Informationsskyltar Ledolight;42,86;;;;
V;375460;;;Allmänbruksarmaturer Maxel;52,65;;;;
V;375550;;;Allmänbruksaramturer Nokalux;52,63;;;;
V;375553;;;Tak/väggarmaturer Nokalux;42,86;;;;
V;375560;;;Allmänbruksarmaturer DesignLight;37,71;;;;
V;375620;;;Allmänbruksarmaturer Proton;54,29;;;;
V;375699;;;Linjärt samt Tbh Sg Armaturen X;49,49;;;;
V;375700;;;Linjärt samt Tbh Sg Armaturen;48,72;;;;
V;375730;;;Tak/ Väggarmaturer SG armaturen;42,86;;;;
V;375731;;;Tak/ Väggarmaturer SG armaturen II;42,86;;;;
V;375733;;;Bänkarmatur SG armaturen X;54,08;;;;
V;375734;;;Bänkarmatur Chef SG armaturen;53,38;;;;
V;375735;;;Bänkarmatur SG armaturen II;42,71;;;;
V;375736;;;Väggarmatur SG armaturen;43,88;;;;
V;375738;;;Väggarmatur SG armaturen II;42,86;;;;
V;375840;;;Allmänbruksarmaturer Westal;45,83;;;;
V;375842;;;Tak/väggarmaturer Westal X;45,83;;;;
V;375843;;;Tak/väggarmaturer Westal;45,01;;;;
V;375850;;;Allmänbruksarmaturer Sunnex;61,46;;;;
V;375870;;;Arbetsplatsbelysning Armatur Garo Elflex;53,57;;;;
V;375961;;;LIGHT Allmänbruksarmaturer I;45,00;;;;
V;375962;;;SOLAR LIGHT Allmänbruksarmaturer II;45,00;;;;
V;375971;;;SOLAR LIGHT Allmänbruksarmaturer I;45,00;;;;
V;375972;;;SOLAR LIGHT Allmänbruksarmaturer II;45,00;;;;
V;375994;;;Netto Ljus 75;50,00;;;;
V;375995;;;Solar Plus;50,00;;;;
V;376994;;;Solar Netto;50,00;;;;
V;377100;;;Ytterbelysning Norlys I;45,51;;;;
V;377101;;;Utomhusarmaturer Norlys;42,86;;;;
V;377102;;;Ytterbelysning Norlys II;44,90;;;;
V;377104;;;Tbh Norlys;44,48;;;;
V;377106;;;Rörarmar ochTbh Norlys;55,82;;;;
V;377300;;;Gatljus Philips;46,73;;;;
V;377306;;;Utomhusarmatur Philips II;51,64;;;;
V;377400;;;Strålkastare Scan Interlight;55,05;;;;
V;377401;;;Strålkastare Scan Interlight I;42,86;;;;
V;377402;;;Utomhusbelysning Scan Interlight;53,81;;;;
V;377404;;;Ytterbelysning Scan Interlight;49,61;;;;
V;377406;;;Stolpar och Fundament Scan Interlight;45,41;;;;
V;377500;;;Utomhusarmatur  Hide-A-Lite;46,09;;;;
V;377501;;;Utomhusarmatur Hide-A-Lite X;46,09;;;;
V;377555;;;Utomhusarmaturer Nokalux;42,86;;;;
V;377570;;;Rörarmar ochTbh Amv;66,84;;;;
V;377600;;;Utomhusarmaturer Candelux;57,62;;;;
V;377610;;;Exteriörarmaturer DesignLight;37,71;;;;
V;377642;;;Rörarmar ochTbh El-Be;57,14;;;;
V;377644;;;Utomhusarmaturer El-Be;60,20;;;;
V;377660;;;Utomhusarmatur Ensto;46,10;;;;
V;377662;;;Stolpsäk. och Driftdon Ensto;40,71;;;;
V;377680;;;Strålkastare Esylux;51,85;;;;
V;377685;;;Led Strålkastare Esylux;44,90;;;;
V;377690;;;Utomhus Esylux;43,37;;;;
V;377700;;;Stolpsäk. och Driftdon Fingal J;43,04;;;;
V;377702;;;Rörarmar ochTbh Fingal J;52,14;;;;
V;377704;;;Utomhusarmatur Urladdning Fingal J;47,17;;;;
V;377780;;;Utomhusarmatur Kamic;48,98;;;;
V;377800;;;Utomhusarmaturer Karl H Ström;58,27;;;;
V;377802;;;Strålkastare Karl H Ström;57,59;;;;
V;377806;;;Utomhusarmatur Karl H Ström;45,41;;;;
V;377840;;;Utomhusarmatur K-Smide;52,45;;;;
V;377870;;;Arbetsplatsbelysning Stativ Garo Elflex;54,08;;;;
V;377880;;;Utomhusarmatur Maxel;30,61;;;;
